names,scores,logfoldchanges,pvals,pvals_adj
KRT8,11.41528,1.2108879,3.50771747970069e-30,1.1764182883420173e-25
KRT19,11.068242,1.1666554,1.7887535866798968e-28,2.999560889503519e-24
LY6E,10.433637,0.8094302,1.7409441052675796e-25,1.946259446748803e-21
IGHA1,9.998311,1.2815583,1.5501901289127724e-23,1.1335235493229801e-19
IGHG3,9.989759,1.128889,1.6899092809991354e-23,1.1335235493229801e-19
MDK,9.954188,0.8266142,2.4178872716054176e-23,1.3515183885850416e-19
NUPR1,9.628826,0.88625723,6.041563914155417e-22,2.8945995793277766e-18
MTRNR2L8,9.550116,1.0836785,1.295521789098345e-21,5.431151220347536e-18
ISG15,9.481879,1.0639793,2.4974476353460715e-21,9.306599866026284e-18
CALML5,9.463666,1.1559159,2.9733310217146256e-21,9.971957580626511e-18
KRT18,9.303892,1.0796417,1.3539659865695126e-20,4.128119205233483e-17
CLDN4,9.273878,1.1530174,1.7949761348033525e-20,5.016659134086237e-17
CTSD,9.070367,0.66032034,1.1861686742847435e-19,3.060132692166287e-16
NECTIN2,8.491343,0.96025443,2.0426314652076224e-17,4.8932695771523743e-14
GRINA,8.413872,0.9256623,3.9669489880811873e-17,8.86956901081779e-14
MT-ND4,8.3561535,0.79847944,6.479663745125653e-17,1.358218516775151e-13
GPAA1,8.337128,0.85921717,7.611711077109213e-17,1.501656271200522e-13
SERF2,8.269489,0.31188503,1.3453362988840207e-16,2.5066604884429047e-13
DHRS2,8.252987,1.1265444,1.5448459459023627e-16,2.7268970175617603e-13
SNCG,8.1998,0.88685536,2.4078761957010374e-16,3.9368094990034987e-13
SMIM22,8.196978,1.0198164,2.4650545494386507e-16,3.9368094990034987e-13
CYC1,8.154609,0.88350743,3.5031328532014393e-16,5.340366801394085e-13
VPS28,8.07376,0.7720501,6.816603731645365e-16,9.939793737040097e-13
GAPDH,8.024121,0.4360744,1.0225497309681156e-15,1.428928036550361e-12
COL1A1,7.9877377,1.0624423,1.3743768107137746e-15,1.843753979108743e-12
IGFBP4,7.893293,0.6507162,2.943159316722706e-15,3.7964491217017736e-12
H2AFJ,7.8706756,0.7698561,3.5273088871432356e-15,4.381440202111475e-12
KRT15,7.864006,1.0031295,3.7203970738210434e-15,4.4562384664932196e-12
MAGED2,7.8270235,0.9480874,4.995562913733311e-15,5.77728237933751e-12
RAMP1,7.808596,0.91563505,5.7828460263914895e-15,6.464836334437259e-12
MTRNR2L10,7.8040643,1.0516909,5.994467485426072e-15,6.485240339555471e-12
MT-CO3,7.689012,0.5942875,1.4827574385984273e-14,1.5175410715295636e-11
TSTA3,7.688114,0.90693307,1.4931974286026475e-14,1.5175410715295636e-11
JUP,7.556601,0.9605323,4.13738159198091e-14,4.081161877407522e-11
IGLC2,7.416067,0.9167762,1.2064937507136852e-13,1.1560967831838736e-10
TFF3,7.362282,0.94567734,1.8079258654140898e-13,1.6842838242849374e-10
ERBB2,7.2509494,1.0428026,4.138607667631925e-13,3.751368215055122e-10
HDLBP,7.1701007,0.75157917,7.494273819801764e-13,6.614288299171358e-10
MTRNR2L12,7.1494074,0.8159033,8.715337435414009e-13,7.494743254074744e-10
KRT14,7.108748,1.0700132,1.171005179836259e-12,9.818292930337114e-10
P4HB,7.071594,0.6287703,1.531638623275334e-12,1.2528803938392232e-09
PRDX5,7.050901,0.6125496,1.7776301468864791e-12,1.4194799968161605e-09
IFI6,7.000194,0.8841765,2.5560812692143774e-12,1.9936245024863206e-09
SREBF1,6.9879236,1.0378633,2.789842967803903e-12,2.1264943966865295e-09
CRABP2,6.961715,0.85735774,3.3615489901302095e-12,2.5053251117997105e-09
IGKC,6.9272976,0.73768353,4.289553418747987e-12,3.079465416470056e-09
HSPB1,6.9146423,0.68900603,4.690451929406945e-12,3.2772578501760444e-09
ELOB,6.888776,0.50847524,5.627451349954329e-12,3.851703334178944e-09
ECE1,6.8467054,0.7410161,7.557008536956266e-12,5.068939046248785e-09
PUF60,6.826055,0.748504,8.72814588370308e-12,5.7001761747247665e-09
PLEC,6.8242593,0.707204,8.838009454519883e-12,5.7001761747247665e-09
KRT17,6.8099794,0.89602023,9.761276182279338e-12,6.176861898137443e-09
CYHR1,6.766797,0.7948304,1.3166433548457295e-11,8.17733052496594e-09
RARRES3,6.7317386,0.6973664,1.676476234271929e-11,1.0222847262729444e-08
ROMO1,6.7242136,0.69708496,1.765430314895218e-11,1.0573036053742111e-08
LGALS3BP,6.7177153,0.6890009,1.8459611642109505e-11,1.0861376407948572e-08
MAF1,6.6617494,0.75640374,2.7058696296122935e-11,1.5646457868609844e-08
BLVRB,6.54131,0.62919956,6.098224602617953e-11,3.408704278710015e-08
SSR4,6.5366497,0.57293636,6.291211074973809e-11,3.4589284759421574e-08
KRT7,6.5297666,0.89913243,6.587236836906727e-11,3.563270145744803e-08
SDC4,6.5236096,0.8975629,6.863516737366671e-11,3.6537876879016415e-08
CD151,6.50266,0.60051066,7.891201475735989e-11,4.10765830738079e-08
CLCN7,6.5013347,0.86045295,7.961052834985727e-11,4.10765830738079e-08
SDC1,6.4816246,0.84552824,9.074007151116091e-11,4.6109704823353253e-08
RHPN1,6.465164,0.87771267,1.0118879922504004e-10,5.0651790274767054e-08
SPINT2,6.398852,0.9074589,1.5654940873577484e-10,7.517323478703653e-08
TFF1,6.39851,0.84225684,1.5690042444667413e-10,7.517323478703653e-08
NME3,6.380425,0.67838365,1.7659732373071342e-10,8.341860624338966e-08
COL6A2,6.3167634,0.787533,2.670979515911847e-10,1.2441570972868267e-07
SPINT1,6.2749066,0.8959051,3.498438169914735e-10,1.6072687581178135e-07
SEC61A1,6.2511353,0.62950295,4.0747970968104766e-10,1.8467641220652671e-07
PARP10,6.2371545,0.80165267,4.456016603307144e-10,1.9926117978895334e-07
CLDN3,6.1894407,0.999625,6.037812088143919e-10,2.6644229185811944e-07
COL1A2,6.1704574,0.8424029,6.809265697463484e-10,2.9658331553445495e-07
PPDPF,6.165199,0.762987,7.039466907206081e-10,3.0267902709471477e-07
ARFGAP1,6.1488667,0.8221102,7.803861457489821e-10,3.3129861463454887e-07
RHOC,6.1448474,0.51661867,8.004032534376711e-10,3.355490539224076e-07
FAM83H,6.0393724,0.8752763,1.547149441182054e-09,6.353038022770514e-07
BGN,6.038731,0.78117174,1.5533100300172405e-09,6.353038022770514e-07
FXYD3,6.009658,0.784917,1.8591524007130765e-09,7.42288728751371e-07
WFDC2,5.978832,0.70493716,2.2474334847749213e-09,8.867579319103685e-07
MT-CO2,5.9677157,0.4692589,2.4059809293256412e-09,9.274918207784293e-07
DCXR,5.9315453,0.8838758,3.000965444711842e-09,1.143708853235747e-06
NDUFS8,5.898496,0.56172776,3.668294602182707e-09,1.3790620979505252e-06
SLC3A2,5.8970428,0.67850065,3.700745089616175e-09,1.3790620979505252e-06
CPSF1,5.8599744,0.8730411,4.6293860016355555e-09,1.7061576672841018e-06
SLC2A4RG,5.849542,0.79896176,4.92927584606817e-09,1.7969353622329813e-06
MT-CO1,5.844326,0.50236815,5.086226620460187e-09,1.8342136386773522e-06
ATP6V0B,5.7854104,0.56757414,7.233545346381074e-09,2.527069206530505e-06
SUSD3,5.684253,0.79254484,1.3138536111151623e-08,4.450911354503062e-06
IGHM,5.6099033,0.7005332,2.0243968672358447e-08,6.7894222133355756e-06
EEF1D,5.6011386,0.3900204,2.1294833009285456e-08,7.071149598667481e-06
MT-ND1,5.5779657,0.61324406,2.433476208811322e-08,7.972502593463527e-06
COX5B,5.5768967,0.558493,2.448469697437961e-08,7.972502593463527e-06
POLR2L,5.573519,0.5297152,2.496440779507238e-08,8.050541429145554e-06
