Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
MSigDB_Hallmark_2020,Interferon Gamma Response,59/200,3.007333810427045e-27,7.367967835546259e-26,0,0,7.464630105741914,455.8555820104102,IFITM3;LGALS3BP;SAMD9L;CIITA;IFITM2;BTG1;TNFAIP2;UBE2L6;IFI35;IFIT1;IFIT3;IFI44L;IFIT2;ICAM1;TNFSF10;EPSTI1;B2M;IL4R;RSAD2;HLA-B;TAP1;HLA-A;TAPBP;VAMP8;PLSCR1;IFI27;OAS2;IRF1;PSME1;IRF7;PSME2;TXNIP;LCP2;IRF5;LAP3;RBCK1;VAMP5;LY6E;C1R;MVP;FGL2;SAMHD1;HLA-DMA;CCL5;HLA-DQA1;GBP4;CD74;STAT1;MX1;ISG15;PARP14;SOD2;PSMB8;PSMB9;BST2;ISG20;CXCL10;XAF1;HLA-DRB1
MSigDB_Hallmark_2020,Epithelial Mesenchymal Transition,59/200,3.007333810427045e-27,7.367967835546259e-26,0,0,7.464630105741914,455.8555820104102,SPARC;COL12A1;TNC;PLOD1;SAT1;LOXL1;COMP;GJA1;EFEMP2;LGALS1;TIMP3;POSTN;TNFRSF12A;IGFBP4;MMP1;TPM2;MMP2;ITGA2;IGFBP2;BGN;PLAUR;EMP3;DCN;RHOB;SFRP4;VCAN;CDH11;COL8A2;COL6A3;PPIB;MYL9;MXRA5;LRRC15;NNMT;LRP1;COL11A1;HTRA1;CAPG;THY1;THBS2;CALD1;GPC1;CD59;CTHRC1;IL32;LUM;FN1;INHBA;COL1A1;COL3A1;COL1A2;CXCL12;COL5A1;COL5A2;MGP;SDC1;VIM;FMOD;FBN1
MSigDB_Hallmark_2020,Interferon Alpha Response,37/97,6.493867213226016e-22,1.060664978160249e-20,0,0,10.82183908045977,527.9543909371976,IFITM3;LGALS3BP;SAMD9L;IFITM2;CNP;UBE2L6;IFI35;IFIT3;IFI44L;IFIT2;EPSTI1;B2M;GBP4;CD74;IL4R;RSAD2;MX1;TAP1;HLA-C;ISG15;PARP14;PARP9;PSMB8;PSMB9;BST2;ISG20;CXCL10;PLSCR1;IFI27;OAS1;IRF1;PSME1;IRF7;PSME2;TXNIP;LAP3;LY6E
MSigDB_Hallmark_2020,Complement,42/200,5.382189278927408e-14,6.593181866686075e-13,0,0,4.662352439197838,142.44930203991646,C1QA;SERPINA1;LRP1;C1R;GATA3;LIPA;CTSS;GNAI2;C3;PPP4C;CTSL;CCL5;S100A13;TIMP2;OLR1;CTSH;CD59;STX4;CTSD;CTSC;CTSB;FCER1G;APOBEC3G;FN1;RHOG;PLAUR;ATOX1;PSMB9;PLSCR1;MMP13;IRF1;APOC1;IRF7;CALM3;GRB2;LCP2;LAP3;PFN1;LGMN;C1QC;MSRB1;HSPA1A
MSigDB_Hallmark_2020,Oxidative Phosphorylation,41/200,2.511710404941166e-13,2.461476196842343e-12,0,0,4.5182472304098935,131.08629050025334,OAT;NDUFB7;MAOB;UQCRB;MGST3;COX4I1;MRPS12;COX17;TIMM13;NDUFB2;UQCR11;ETFB;MRPL34;COX5B;COX6A1;LDHB;POLR2F;ACAA1;NDUFV1;ATP5MG;ATP5MF;ATP6V1F;ATP5ME;COX8A;CYB5A;ATP6V0B;GPX4;NDUFA4;NDUFA3;ECH1;NDUFC2;COX6C;COX6B1;HADHA;NDUFS7;UQCRQ;NDUFS6;UQCRC1;OGDH;BAX;SLC25A6
MSigDB_Hallmark_2020,Apoptosis,36/161,4.728909317644566e-13,3.861942609409729e-12,0,0,5.03195530726257,142.8064469021621,IFITM3;TOP2A;HMGB2;HSPB1;SAT1;CCND1;ERBB3;PEA15;ERBB2;TNFSF10;TIMP2;HMOX1;TIMP3;CD14;EGR3;ANXA1;TNFRSF12A;GPX4;IFNGR1;LUM;MMP2;IL18;BGN;TAP1;EMP1;SOD2;DCN;RHOB;ISG20;DAP;IRF1;RARA;TXNIP;BAX;SQSTM1;BCL2L1
MSigDB_Hallmark_2020,Allograft Rejection,40/200,1.1364783184951198e-12,7.955348229465838e-12,0,0,4.376168224299065,120.35813465223664,IGSF6;ITGB2;CAPG;THY1;RPL9;CTSS;ICAM1;HLA-DMA;HLA-DMB;RPS19;CCL5;CSK;HLA-DOA;B2M;RPL39;HLA-DQA1;SRGN;EIF5A;CD74;NPM1;RPS9;FYB1;IL4R;IFNGR1;STAT1;IL18;LY86;TAP1;RPS3A;HLA-A;INHBA;HLA-E;TAPBP;CD4;IRF7;HCLS1;HLA-DRA;DEGS1;LCP2;FCGR2B
MSigDB_Hallmark_2020,Estrogen Response Late,39/200,4.9832188661303366e-12,3.052221555504832e-11,0,0,4.236077039511457,110.24367228688588,TOP2A;TSTA3;SERPINA1;HSPB8;HR;ETFB;PRSS23;CXCL14;SERPINA5;CCND1;MDK;AGR2;ST14;EGR3;IGFBP4;ABCA3;DCXR;ITPK1;CDC6;COX6C;NCOR2;ISG20;KRT19;GALE;RAB31;CXCL12;TSPAN13;FABP5;TST;TFF3;BLVRB;CD9;PGR;PKP3;DHCR7;SGK1;FKBP4;NBL1;LLGL2
MSigDB_Hallmark_2020,Coagulation,30/138,8.74221214761823e-11,4.759648835925481e-10,0,0,4.830761316872428,111.8817497331557,C1QA;SPARC;SERPINA1;LRP1;C1R;HPN;HTRA1;PRSS23;COMP;C3;PLAU;CTSK;S100A13;CTSH;OLR1;TIMP3;A2M;CTSB;ANXA1;S100A1;MMP1;MMP2;ITGA2;FN1;SIRT2;MMP11;APOC1;CD9;LGMN;FBN1
MSigDB_Hallmark_2020,Myc Targets V1,33/200,1.77280048583051e-08,8.6867223805695e-08,0,0,3.435240938735342,61.312593370291125,RPL34;RPLP0;RPL6;SRM;PSMD8;EEF1B2;FBL;SNRPD2;TRIM28;PCBP1;RACK1;RPS3;RPL14;RPS2;RPL18;KPNA2;RPS10;NPM1;RRM1;NOP16;RPS5;RPL22;RPS6;NAP1L1;TUFM;RSL1D1;LSM7;PSMC4;PRPF31;HDGF;PABPC1;MCM6;MAD2L1
