Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
MSigDB_Hallmark_2020,Oxidative Phosphorylation,182/200,5.1497549122057074e-73,2.574877456102854e-71,0,0,23.76941012767718,3956.412674436183,ISCA1;MTRR;ECI1;COX6A1;PHB2;TOMM22;MPC1;PMPCA;ATP6V1E1;ACAA1;PDHX;ATP6V1G1;PHYH;ATP6V0E1;ECH1;SDHC;SDHD;SDHA;ATP1B1;SDHB;COX6B1;AFG3L2;OXA1L;COX7A2L;POR;FDX1;UQCRC1;VDAC3;VDAC2;SUCLG1;VDAC1;UQCRC2;ISCU;RETSAT;UQCRB;ABCB7;COX15;MGST3;COX17;ATP5MC2;ATP5MC3;HTRA2;COX7A2;MRPL15;UQCRH;MRPL11;ATP5MC1;ACAT1;TIMM50;PRDX3;LDHA;RHOT2;CYB5R3;RHOT1;GRPEL1;ATP6V1H;COX11;CYC1;NDUFV2;NDUFV1;ATP6V1D;ATP5MG;ATP6V1C1;ATP5MF;DECR1;ATP6V1F;ATP5ME;HSPA9;SURF1;PDHA1;IDH1;IDH2;GOT2;ACADSB;CS;GLUD1;ALDH6A1;UQCRQ;OGDH;CYCS;ACO2;GPI;COX7B;MRPS15;SLC25A3;ACADVL;ALAS1;MRPS11;COX4I1;MRPS12;ETFA;ETFB;TCIRG1;MRPL34;COX7C;MRPL35;CASP7;AIFM1;OPA1;NNT;IDH3B;TIMM17A;UQCRFS1;ACADM;COX8A;TOMM70;ATP6V0B;ATP6AP1;GPX4;MRPS22;NDUFC2;NDUFC1;HADHB;HADHA;BDH2;NDUFS8;NDUFS7;NDUFS6;NDUFS4;NDUFS3;NDUFS2;NDUFS1;SLC25A5;SLC25A12;DLD;SLC25A11;SLC25A4;SLC25A6;FH;NDUFB8;ECHS1;OAT;NDUFB7;NDUFB6;NDUFB5;TIMM9;NDUFB4;NDUFB3;TIMM13;NDUFB2;NDUFB1;UQCR11;UQCR10;TIMM10;MRPS30;PDHB;COX5B;COX5A;HSD17B10;ATP5F1A;ATP5F1B;MFN2;POLR2F;NDUFA9;TIMM8B;ATP5PF;NDUFA8;CYB5A;NQO2;NDUFA7;ATP5PD;NDUFA6;MDH1;NDUFA5;ATP5PB;MTX2;MDH2;NDUFA4;IDH3G;NDUFA3;NDUFA2;NDUFA1;IMMT;ATP5F1C;COX6C;ATP5F1D;ATP5F1E;LRPPRC;SUCLA2;NDUFAB1;ATP5PO;BAX
MSigDB_Hallmark_2020,Myc Targets V1,174/200,7.996036253071869e-63,1.9990090632679672e-61,0,0,15.70209695661783,2245.147295123718,EIF4A1;HDDC2;RPL34;HNRNPU;HNRNPR;PWP1;PHB2;RPL6;UBE2L3;PSMD8;EEF1B2;FBL;PSMD7;SNRPD2;TRIM28;SNRPD1;RUVBL2;PSMD3;PSMD1;SNRPD3;TXNL4A;KPNA2;RPS10;DDX18;SMARCC1;STARD7;EIF1AX;RPS5;RPL22;RPS6;MRPS18B;UBE2E1;ILF2;TUFM;CLNS1A;VDAC3;SRSF2;SNRPG;NHP2;SRSF3;VDAC1;ERH;PPIA;SRSF7;SNRPA;KPNB1;SET;PSMD14;GLO1;CUL1;NOLC1;PHB;GSPT1;PRDX3;LDHA;PRDX4;PCBP1;G3BP1;PGK1;CYC1;XRCC6;NOP16;CBX3;GOT2;PA2G4;MRPL23;EIF2S2;EIF2S1;LSM2;AIMP2;LSM7;COPS5;CDK4;CDK2;HNRNPD;UBA2;RNPS1;HNRNPC;EIF4G2;YWHAE;SLC25A3;HSP90AB1;MCM7;RPLP0;SYNCRIP;XPO1;YWHAQ;C1QBP;RACK1;DHX15;AP3S1;MRPL9;ACP1;CCT3;TOMM70;CCT2;VBP1;NCBP2;PABPC4;RAD23B;NME1;GNL3;PSMA6;PSMA4;TFDP1;PSMA1;PSMA2;CANX;TCP1;SNRPA1;MCM5;ETF1;PABPC1;PRPS2;HDAC2;PCNA;SF3B3;SRSF1;DDX21;TYMS;COX5A;PSMA7;HSPD1;SRM;PPM1G;EXOSC7;PSMB2;PSMB3;TRA2B;FAM120A;POLD2;RPS3;RPL14;EIF4H;SNRPB2;RPS2;BUB3;RPL18;CCT7;HNRNPA1;EIF4E;CCT5;CCT4;NOP56;RANBP1;NPM1;SF3A1;DUT;HNRNPA3;RRM1;SSB;PTGES3;CNBP;NAP1L1;DEK;HSPE1;RSL1D1;PSMC6;XPOT;PSMC4;APEX1;IMPDH2;HNRNPA2B1;SERBP1;NDUFAB1;EIF3J;POLE3;PRPF31;HDGF;SSBP1;TARDBP;EIF3D;RAN;EIF3B
MSigDB_Hallmark_2020,mTORC1 Signaling,135/200,2.565953256781223e-27,4.276588761302039e-26,0,0,4.82755592292194,295.57902318776326,ERO1A;TFRC;PITPNB;UBE2D3;ARPC5L;TMEM97;ENO1;IFI30;TM7SF2;FADS2;PNP;TBK1;NAMPT;MAP2K3;G6PD;IGFBP5;ACSL3;TUBA4A;SYTL2;ACLY;DDX39A;MTHFD2;PPA1;DDIT3;PSME3;DDIT4;HMBS;TRIB3;NUPR1;SQSTM1;PPIA;IDI1;PSMD12;FKBP2;PSMD14;SHMT2;PSMD13;INSIG1;RPN1;GMPS;PIK3R3;SLC1A4;SLC1A5;CORO1A;ADIPOR2;ACACA;HSP90B1;ATP5MC1;SLC9A3R1;STIP1;LDHA;EBP;RDH11;PRDX1;SERPINH1;PGK1;SSR1;LTA4H;ATP6V1D;HSPA9;XBP1;SDF2L1;HSPA5;GOT1;HSPA4;EDEM1;IDH1;M6PR;DHCR24;EIF2S2;CCT6A;QDPR;GCLC;COPS5;BHLHE40;NMT1;CALR;LGMN;GPI;GSK3B;CDKN1A;BTG2;ITGB2;SLC2A1;ATP2A2;HK2;SERP1;PHGDH;CTSC;PGM1;ACTR3;ACTR2;TPI1;HMGCS1;ELOVL5;SORD;CACYBP;TUBG1;PSMA3;PSMA4;CANX;ETF1;ALDOA;EEF1E1;GAPDH;RAB1A;TOMM40;USO1;CXCR4;GLRX;UNG;HSPD1;GGA2;PSMB5;SC5D;SEC11A;CYB5B;EGLN3;RRM2;NFYC;TXNRD1;RPA1;IMMT;PDAP1;HSPE1;RIT1;UFM1;PFKL;PSMC6;PSMC4;SCD;PSMC2;CCNG1;TCEA1;CD9
MSigDB_Hallmark_2020,Adipogenesis,133/200,5.737436986792578e-26,7.171796233490722e-25,0,0,4.6118501149839926,268.0416502468009,SCARB1;SLC27A1;MTCH2;PHLDB1;ARAF;GHITM;COX6A1;SCP2;PIM3;HADH;PHYH;MIGA2;DGAT1;APLP2;MCCC1;ECH1;TALDO1;ATP1B3;SDHC;CMBL;SDHB;ACLY;POR;COL4A1;GPD2;RAB34;UQCRC1;CMPK1;SPARCL1;SUCLG1;PREB;RTN3;CD151;PFKFB3;RETSAT;MGST3;AK2;BAZ2A;MRPL15;SLC1A5;ADIPOR2;SULT1A1;C3;PRDX3;BCL2L13;GRPEL1;UBC;G3BP2;APOE;CYC1;RREB1;DECR1;ESRRA;IDH1;EPHX2;RMDN3;CHCHD10;COQ9;DNAJC15;CS;QDPR;UCK1;REEP5;UQCRQ;NMT1;PEMT;ACO2;REEP6;SLC25A1;COX7B;RNF11;ETFB;AIFM1;CPT2;ALDH2;ACADM;ACADS;PGM1;YWHAG;HIBCH;COX8A;JAGN1;GPX4;IFNGR1;ELMOD3;PPM1B;TST;ACOX1;CAT;NDUFS3;SLC25A10;ALDOA;TKT;DLD;PPP1R15B;ECHS1;NDUFB7;UQCR11;UQCR10;LTC4S;TANK;TOB1;ADCY6;AGPAT3;SAMM50;GPAT4;DDT;UCP2;UBQLN1;STOM;SNCG;DRAM2;MAP4K3;PTCD3;NDUFA5;RIOK3;MDH2;IDH3G;SQOR;VEGFB;IMMT;SORBS1;FAH;SOD1;DHRS7;PFKL;LPCAT3;CCNG2;NDUFAB1;ATP5PO;PDCD4;ESYT1;CRAT
MSigDB_Hallmark_2020,DNA Repair,102/150,2.3824192163373928e-21,2.3824192163373927e-20,0,0,4.918120721322424,233.5427191319833,ARL6IP1;MPG;GTF2B;PNP;MPC2;LIG1;GTF2F1;RBX1;BCAM;CMPK2;SRSF6;TP53;EIF1B;VPS28;CCNO;TSG101;CSTF3;COX17;SUPT4H1;AK3;XPC;AAAS;SDCBP;DGUOK;SAC3D1;SURF1;POLR3GL;ALYREF;SUPT5H;ZWINT;ITPA;FEN1;CETN2;SNAPC5;POLB;SEC61A1;ZNRD1;MRPL40;GUK1;DGCR8;TMED2;NELFB;POLL;TK2;NELFCD;NELFE;GPX4;NCBP2;RFC2;NME3;NME4;EDF1;NME1;APRT;NT5C3A;DDB1;DAD1;NFX1;POLR1C;POLR1D;UMPS;GTF2A2;PCNA;CANT1;GTF3C5;RNMT;GMPR2;DCTN4;TAF9;TYMS;ADCY6;NT5C;POLD4;POLR2A;TAF1C;POLR2C;POLR2E;POLR2F;POLR2G;POLR2H;STX3;POLR2I;POLR2J;RAE1;POLR2K;SF3A3;BCAP31;DUT;TAF12;TAF13;TAF10;ADRM1;RPA2;SSRP1;TARBP2;GTF2H5;POLE4;NUDT21;ERCC1;RPA3;IMPDH2;TAF6
MSigDB_Hallmark_2020,Protein Secretion,74/96,5.049890863068001e-21,4.208242385890001e-20,0,0,7.763140798041912,362.80976663792967,ARF1;CLTC;SNAP23;ICA1;CLTA;RAB22A;GOLGA4;AP1G1;LAMP2;TMED2;ARFIP1;AP3S1;DNM1L;AP2M1;CTSC;RAB2A;TPD52;COG2;ADAM10;OCRL;SCAMP1;ARFGAP3;SCAMP3;TOM1L1;VAMP7;RER1;TMX1;ERGIC3;VAMP4;SEC22B;VAMP3;NAPA;COPB2;STX12;CD63;TMED10;TSG101;SGMS1;STX16;COPB1;VPS4B;GOSR2;USO1;ATP1A1;CLCN3;NAPG;CLN5;LMAN1;AP2S1;ATP6V1H;MAPK1;SEC31A;ARFGEF1;ARFGEF2;MON2;BNIP3;GBF1;M6PR;AP2B1;IGF2R;ARCN1;SOD1;KRT18;RAB14;PPT1;GNAS;YIPF6;RAB9A;VPS45;SEC24D;PAM;RAB5A;COPE;BET1
MSigDB_Hallmark_2020,Unfolded Protein Response,81/113,1.833948142580809e-19,1.3099629589862925e-18,0,0,5.844618344425957,252.152298304313,EIF4A2;ERO1A;EIF4A1;POP4;EIF4A3;IFIT1;HERPUD1;CKS1B;RPS14;SERP1;KHSRP;KIF5B;MTREX;BANF1;TTC37;IMP3;SLC30A5;WIPI1;PDIA6;YWHAZ;PDIA5;ARFGAP1;DNAJC3;TUBB2A;MTHFD2;DKC1;DDIT4;NHP2;PREB;ATP6V0D1;ATF6;DCP2;EXOC2;ATF4;CEBPB;SHC1;DCTN1;GOSR2;CEBPG;PARN;NOLC1;SLC1A4;HSP90B1;EXOSC5;EXOSC4;EXOSC10;BAG3;STC2;EIF4EBP1;SSR1;EIF4E;SEC11A;EXOSC1;SEC31A;PAIP1;HSPA9;NOP56;XBP1;NPM1;HSPA5;WFS1;FUS;NFYB;EDEM1;LSM1;EEF2;EIF2S1;LSM4;YIF1A;VEGFA;SPCS3;CNOT6;SPCS1;XPOT;CNOT2;SRPRA;SRPRB;HYOU1;CALR;ALDH18A1;EIF4G1
MSigDB_Hallmark_2020,Fatty Acid Metabolism,98/158,2.0523754116790966e-16,1.2827346322994357e-15,0,0,3.7744090327604423,136.34057556281462,ECI1;ECI2;UBE2L6;ENO2;NSDHL;LGALS1;UROD;NBN;KMT5A;ACAA1;HADH;GLUL;ACOT8;ECH1;SDHC;SDHD;MIF;SDHA;ALDH3A2;GPD2;ACOT2;PSME1;SMS;ERP29;SUCLG2;SUCLG1;XIST;GCDH;IDI1;SLC22A5;RETSAT;ADIPOR2;LDHA;HSPH1;NTHL1;RDH11;DECR1;S100A10;PDHA1;IDH1;UROS;NCAPH2;EPHX1;DHCR24;PRDX6;GRHPR;FASN;OSTC;SERINC1;ACO2;REEP6;BMPR1B;ACADVL;ALAD;MCEE;CPT2;AUH;CA2;IDH3B;ACADM;HMGCS2;ACADS;HIBCH;YWHAH;HSP90AA1;HSDL2;HMGCS1;ELOVL5;HADHB;UGDH;ACOX1;ALDOA;DLD;BLVRA;ALDH9A1;FH;ECHS1;RAP1GDS1;HSD17B4;PDHB;HSD17B7;LTC4S;HSD17B10;BPHL;PTS;HMGCL;TP53INP2;PCBD1;D2HGDH;ACSS1;MDH1;MDH2;IDH3G;CCDC58;GSTZ1;SUCLA2;APEX1;CRAT
MSigDB_Hallmark_2020,Estrogen Response Early,114/200,5.0537631815375346e-15,2.807646211965297e-14,0,0,3.065670340958169,100.91770825977584,SCARB1;ABAT;NADSYN1;CELSR1;AQP3;CELSR2;TSKU;IGF1R;GJA1;CCND1;MYB;SLC39A6;SYBU;MREG;CISH;IGFBP4;KRT8;OVOL2;AR;ADCY9;RAB31;CLDN7;SCNN1A;PPIF;FKBP4;IL6ST;NBL1;SLC22A5;MINDY1;ARL3;ABHD2;ISG20L2;SLC1A4;SEC14L2;UGCG;SLC9A3R1;STC2;BAG1;SFN;SLC19A2;FDFT1;XBP1;TFAP2C;SLC37A1;TIPARP;WFS1;SIAH2;ABCA3;MED13L;REEP1;FASN;BHLHE40;BCL2;UNC119;RETREG1;RET;B4GALT1;NXT1;MAST4;SLC2A1;PRSS23;AFF1;FAM102A;ANXA9;MSMB;TGIF2;ELOVL5;DYNLT3;ITPK1;MYOF;GFRA1;FOS;RHOD;NCOR2;ELF1;MED24;ELF3;ESRP2;RARA;TFF3;BLVRB;MAPT;CD44;CANT1;TMPRSS3;SEMA3B;ASB13;TOB1;SLC7A2;THSD4;AKAP1;MUC1;PDLIM3;OLFML3;NRIP1;LRIG1;SH3BP5;FLNB;HES1;CA12;FARP1;KDM4B;TPBG;AMFR;TPD52L1;KLF4;TTC39A;KRT19;KRT18;MLPH;MYBBP1A;CHPT1;RAB17;TJP3
MSigDB_Hallmark_2020,Estrogen Response Late,113/200,1.5462341335792146e-14,7.731170667896074e-14,0,0,3.003130251535323,95.50064990904322,SCARB1;NAB2;CELSR2;CXCL14;ZFP36;CCND1;CDH1;MYB;UNC13B;CISH;IGFBP4;METTL3;CACNA2D2;PRLR;OVOL2;ALDH3A2;RAB31;SCNN1A;PPIF;PKP3;FKBP4;IL6ST;NBL1;LLGL2;TSTA3;SLC22A5;ARL3;ABHD2;SLC1A4;SCUBE2;SLC9A3R1;PRKAR2B;BAG1;SFN;FDFT1;XBP1;ST14;TFAP2C;WFS1;SIAH2;ABCA3;IDH2;DNAJC12;ISG20;ID2;DLG5;BCL2;CPE;PLXNB1;FGFR3;RET;TOP2A;MOCS2;NXT1;ETFB;PRSS23;AFF1;SLC2A8;FAM102A;CA2;MDK;ANXA9;HMGCS2;JAK1;ELOVL5;DCXR;DYNLT3;MYOF;ITPK1;SORD;EMP2;LSR;FOS;NCOR2;UGDH;DNAJC1;RABEP1;ACOX2;TST;TFF3;BLVRB;MAPT;SLC29A1;CD44;LTF;TMPRSS3;SEMA3B;TOB1;PDLIM3;PERP;NRIP1;AGR2;FLNB;CKB;CA12;FARP1;GINS2;TPBG;AMFR;ATP2B4;COX6C;TPD52L1;KLF4;BATF;MAPK13;KRT19;GALE;TSPAN13;PDCD4;CD9;CHPT1;PTPN6;TJP3
