Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
MSigDB_Hallmark_2020,Estrogen Response Early,6/200,0.00014059568000422912,0.0029525092800888,0,0,8.357717836463776,74.12980053694949,KRT19;MUC1;XBP1;KRT8;TFF3;TFF1
MSigDB_Hallmark_2020,Interferon Alpha Response,4/97,0.0005913148234985229,0.0046427265768361,0,0,11.37089605734767,84.52171232154701,CD74;IFI27;HLA-C;ISG15
MSigDB_Hallmark_2020,Androgen Response,4/100,0.0006632466538337369,0.0046427265768361,0,0,11.01388888888889,80.60364364974052,AZGP1;KRT19;KRT8;DBI
MSigDB_Hallmark_2020,Allograft Rejection,5/200,0.0011773948684188,0.0049450584473589,0,0,6.835065835065835,46.09876674157659,CD74;RPS9;RPS19;HLA-A;RPL39
MSigDB_Hallmark_2020,Interferon Gamma Response,5/200,0.0011773948684188,0.0049450584473589,0,0,6.835065835065835,46.09876674157659,CD74;IFI27;HLA-B;ISG15;HLA-A
MSigDB_Hallmark_2020,Estrogen Response Late,4/200,0.0081338984677975,0.0244016954033927,0,0,5.36734693877551,25.826143528716216,KRT19;XBP1;TFF3;TFF1
MSigDB_Hallmark_2020,Myc Targets V1,4/200,0.0081338984677975,0.0244016954033927,0,0,5.36734693877551,25.826143528716216,RPS5;RPLP0;RPS2;RPL18
MSigDB_Hallmark_2020,p53 Pathway,3/200,0.044793779119631,0.1175836701890314,0,0,3.952177397809244,12.274222046062532,RPL36;RPL18;CTSD
MSigDB_Hallmark_2020,Unfolded Protein Response,2/113,0.0736273061666191,0.1717970477221112,0,0,4.635544635544636,12.092927534192786,RPS14;XBP1
MSigDB_Hallmark_2020,Apical Surface,1/44,0.1599816532368201,0.3022008674769237,0,0,5.926654740608229,10.861757251959816,HSPB1
MSigDB_Hallmark_2020,Reactive Oxygen Species Pathway,1/49,0.1764790891137693,0.3022008674769237,0,0,5.307959401709402,9.20693629318639,FTL
MSigDB_Hallmark_2020,IL-2/STAT5 Signaling,2/199,0.1856538975199892,0.3022008674769237,0,0,2.600566945744611,4.379019535689378,MUC1;XBP1
MSigDB_Hallmark_2020,KRAS Signaling Dn,2/200,0.1870767274857147,0.3022008674769237,0,0,2.5873015873015874,4.336929198982091,CPB1;TFF2
MSigDB_Hallmark_2020,Cholesterol Homeostasis,1/74,0.254287439767059,0.3814311596505885,0,0,3.4857744994731297,4.773036161502736,S100A11
MSigDB_Hallmark_2020,Apoptosis,1/161,0.4725893030826116,0.5486603241296241,0,0,1.5834134615384616,1.1868135937774529,HSPB1
MSigDB_Hallmark_2020,Oxidative Phosphorylation,1/200,0.5486603241296241,0.5486603241296241,0,0,1.2705836876691148,0.7627005714660321,UQCRQ
MSigDB_Hallmark_2020,Glycolysis,1/200,0.5486603241296241,0.5486603241296241,0,0,1.2705836876691148,0.7627005714660321,TFF3
MSigDB_Hallmark_2020,Adipogenesis,1/200,0.5486603241296241,0.5486603241296241,0,0,1.2705836876691148,0.7627005714660321,UQCRQ
MSigDB_Hallmark_2020,Apical Junction,1/200,0.5486603241296241,0.5486603241296241,0,0,1.2705836876691148,0.7627005714660321,ACTB
MSigDB_Hallmark_2020,Complement,1/200,0.5486603241296241,0.5486603241296241,0,0,1.2705836876691148,0.7627005714660321,CTSD
MSigDB_Hallmark_2020,mTORC1 Signaling,1/200,0.5486603241296241,0.5486603241296241,0,0,1.2705836876691148,0.7627005714660321,XBP1
