names,scores,logfoldchanges,pvals,pvals_adj
SCGB2A1,28.741562,2.273415,1.1547062444974734e-181,3.8726538027956262e-177
SH3BGRL,26.58741,1.8460528,9.492147208775184e-156,1.5917381654395106e-151
H3F3A,25.082712,1.4098533,7.679322714766323e-139,5.1509825041566587e-135
LINC00052,25.017733,2.8532817,3.920768763892021e-138,2.19157904672351e-134
BAMBI,22.84891,1.7888442,1.4983654389046932e-115,2.9560105935285645e-112
SHISA2,22.406342,2.1352942,3.41363110987351e-111,6.025597903312515e-108
AGR2,22.288204,1.7605224,4.809052857122259e-110,8.064300736108316e-107
SCGB2A2,22.002897,1.043832,2.7016198544946916e-107,4.3146155561925226e-104
MYL12B,20.835602,1.1807631,2.059130220889644e-96,2.381348598213686e-93
ACTG1,20.80966,0.72977793,3.5384204256321373e-96,3.955718141161687e-93
ADAMTS1,20.530987,2.0101218,1.1383729472802272e-93,1.1569318759358868e-90
BMPR1B,20.175215,1.6562829,1.6165780632723513e-90,1.5060220857230033e-87
EZR,20.07779,1.3360387,1.1542012063759232e-89,1.0186736857746242e-86
SRP9,19.77207,1.3572435,5.180697780469091e-87,4.0407033060784275e-84
CD24,19.55442,1.2957001,3.7827327529617765e-85,2.883302069746183e-82
SCGB1D2,19.417955,0.9571514,5.441352963033354e-84,3.8828105462598436e-81
H2AFZ,19.344471,1.3341851,2.269229769713721e-83,1.5855297503470577e-80
SKP1,19.202732,1.1593767,3.5113224416281945e-82,2.4033210621903343e-79
CYB5A,18.864777,1.2525713,2.2220465968481497e-79,1.4904599753018648e-76
ARF1,18.861588,0.9548357,2.360232072730546e-79,1.5521071226517067e-76
HSPA8,18.48719,1.0510482,2.6185146693433945e-76,1.626291573711829e-73
TOP2A,18.203924,1.7993257,4.804010371207429e-74,2.7778775832681855e-71
RAB6A,18.162079,1.4249246,1.0304869500422159e-73,5.857707005172176e-71
SPTSSB,18.00116,2.4484146,1.9078091606771675e-72,1.0489197316523089e-69
OAT,17.985554,1.3622241,2.5285361818602794e-72,1.3677749430198396e-69
DYNLL1,17.864056,1.0343738,2.2470019223152108e-71,1.1961896900096435e-68
ZFP36L2,17.860271,1.0503937,2.404669226416418e-71,1.2601218205555285e-68
TMEM106C,17.84356,1.6938803,3.2436414538414667e-71,1.6736191858297709e-68
DSTN,17.665886,1.1428872,7.679851337292856e-70,3.902528093183755e-67
DSP,17.645346,1.3281679,1.1049700891583328e-69,5.531117440327188e-67
C1orf43,17.590147,1.2679299,2.9311899355380655e-69,1.4456801185011122e-66
GATA3,17.570116,1.2451812,4.1731281305065797e-69,2.0283821918975313e-66
PLEKHB1,17.567566,1.3001684,4.365087071746784e-69,2.0913755744606234e-66
SLC12A2,17.427485,1.555621,5.1042343168397e-68,2.4110677537770402e-65
CBX3,17.361229,1.2117039,1.62213126246925e-67,7.555977538985237e-65
RHOB,17.286171,1.117158,5.979478951762975e-67,2.7471200696469405e-64
GSTM3,17.271627,1.4479206,7.694239167989034e-67,3.487153962378598e-64
CD9,17.202011,1.1350288,2.5646969846005375e-66,1.1468640995937711e-63
HMGB2,16.98364,1.5912293,1.0853857607364934e-64,4.6668804671257065e-62
MAOB,16.799843,1.4590354,2.44687674235534e-63,1.000772587623334e-60
ATP6V1G1,16.753405,1.1653761,5.347558647225423e-63,2.135076451317217e-60
UBE2T,16.7082,1.7947676,1.1423137132863255e-62,4.403553714505377e-60
DUSP4,16.57654,1.0637257,1.0299056067649147e-61,3.925110709054739e-59
HNRNPA2B1,16.574541,0.97274595,1.0647252154296286e-61,4.012219581469537e-59
TMEM99,16.368034,1.1476604,3.2349077053001755e-60,1.1665842432296482e-57
NET1,16.317726,1.3789692,7.383423678830127e-60,2.634311312134094e-57
SCCPDH,16.231144,1.2647991,3.0374570200006236e-59,1.05020859316269e-56
DYNLT1,16.220598,1.1566106,3.606691928078096e-59,1.2342983049375834e-56
CXCR4,16.181644,1.2771403,6.795580611017198e-59,2.25653646071579e-56
CKS1B,16.147835,1.3622272,1.1761696528181933e-58,3.86729194276633e-56
RBBP7,16.129677,1.3180566,1.5784397418990168e-58,5.139583695515459e-56
