Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
MSigDB_Hallmark_2020,Oxidative Phosphorylation,179/200,3.9045930277131446e-76,1.952296513856572e-74,0,0,22.945783720909585,3984.175404281852,ISCA1;MTRR;ACAA2;ECI1;COX6A1;PHB2;TOMM22;MPC1;PMPCA;ATP6V1E1;ACAA1;PDHX;ATP6V1G1;PHYH;ATP6V0E1;ECH1;SDHC;SDHD;SDHA;ATP1B1;SDHB;COX6B1;AFG3L2;OXA1L;COX7A2L;POR;UQCRC1;VDAC3;VDAC2;SUCLG1;VDAC1;UQCRC2;ISCU;RETSAT;UQCRB;MGST3;COX17;ATP5MC2;ATP5MC3;COX7A2;MRPL15;UQCRH;MRPL11;ATP5MC1;ACAT1;TIMM50;PRDX3;LDHB;LDHA;RHOT2;CYB5R3;RHOT1;GRPEL1;ATP6V1H;COX11;CYC1;NDUFV2;NDUFV1;ATP6V1D;ATP5MG;ATP6V1C1;ATP5MF;DECR1;ATP6V1F;ATP5ME;HSPA9;SURF1;PDHA1;IDH1;IDH2;GOT2;ACADSB;CS;GLUD1;UQCRQ;OGDH;CYCS;ACO2;GPI;COX7B;MRPS15;SLC25A3;ACADVL;MRPS11;COX4I1;MRPS12;ETFA;ETFB;TCIRG1;MRPL34;COX7C;MRPL35;CASP7;AIFM1;OPA1;NNT;IDH3B;TIMM17A;UQCRFS1;ACADM;DLAT;IDH3A;COX8A;TOMM70;ATP6V0B;ATP6AP1;GPX4;MRPS22;NDUFC2;NDUFC1;HADHB;HADHA;BDH2;NDUFS8;NDUFS7;NDUFS6;NDUFS4;NDUFS3;NDUFS2;NDUFS1;SLC25A5;DLD;SLC25A11;SLC25A4;SLC25A6;FH;NDUFB8;ECHS1;OAT;NDUFB7;NDUFB6;NDUFB5;NDUFB4;NDUFB3;TIMM13;NDUFB2;NDUFB1;UQCR11;UQCR10;TIMM10;PDHB;COX5B;COX5A;HSD17B10;ATP5F1A;ATP5F1B;MFN2;POLR2F;SLC25A20;NDUFA9;TIMM8B;ATP5PF;NDUFA8;CYB5A;NQO2;NDUFA7;ATP5PD;NDUFA6;MDH1;NDUFA5;ATP5PB;MTX2;MDH2;NDUFA4;IDH3G;NDUFA3;NDUFA2;NDUFA1;IMMT;ATP5F1C;COX6C;ATP5F1D;ATP5F1E;LRPPRC;PDP1;SUCLA2;NDUFAB1;ATP5PO;BAX
MSigDB_Hallmark_2020,Myc Targets V1,175/200,6.768102669442083e-71,1.6920256673605209e-69,0,0,18.82448295136948,3041.4965740285143,EIF4A1;HDDC2;HNRNPU;HNRNPR;PWP1;PHB2;RPL6;UBE2L3;PSMD8;CDC20;FBL;PSMD7;SNRPD2;TRIM28;SNRPD1;MYC;RUVBL2;PSMD3;PSMD1;SNRPD3;TXNL4A;KPNA2;RPS10;DDX18;SMARCC1;STARD7;EIF1AX;RPL22;IFRD1;MRPS18B;UBE2E1;ILF2;TUFM;CLNS1A;VDAC3;SRSF2;SNRPG;NHP2;SRSF3;VDAC1;ERH;HPRT1;PPIA;SRSF7;SNRPA;KPNB1;SET;PSMD14;GLO1;CUL1;NOLC1;PHB;GSPT1;PRDX3;LDHA;PRDX4;PCBP1;G3BP1;PGK1;CYC1;XRCC6;NOP16;CBX3;GOT2;PA2G4;EIF2S2;EIF2S1;SRPK1;LSM2;AIMP2;LSM7;COPS5;CDK4;HNRNPD;UBA2;RNPS1;HNRNPC;EIF4G2;YWHAE;SLC25A3;HSP90AB1;MCM7;SYNCRIP;XPO1;YWHAQ;C1QBP;DHX15;AP3S1;MRPL9;ACP1;CCT3;TOMM70;CCT2;VBP1;NCBP2;PABPC4;CAD;CTPS1;RAD23B;NME1;GNL3;PSMA6;PSMA4;TFDP1;PSMA1;PSMA2;CANX;TCP1;MCM4;SNRPA1;MCM5;ETF1;MCM6;PRPS2;HDAC2;PCNA;SF3B3;ODC1;SRSF1;DDX21;COX5A;PSMA7;HSPD1;SRM;PPM1G;EXOSC7;PSMB2;PSMB3;TRA2B;FAM120A;POLD2;RPS3;USP1;EIF4H;SNRPB2;BUB3;RPL18;CCT7;HNRNPA1;EIF4E;CCT5;CCT4;NOP56;RANBP1;NPM1;SF3A1;DUT;HNRNPA3;RRM1;SSB;PTGES3;CNBP;NAP1L1;DEK;HSPE1;RSL1D1;PSMC6;XPOT;PSMC4;APEX1;IMPDH2;HNRNPA2B1;SERBP1;NDUFAB1;EIF3J;POLE3;PRPF31;HDGF;SSBP1;TARDBP;ABCE1;EIF3D;RAN;MAD2L1;EIF3B
MSigDB_Hallmark_2020,mTORC1 Signaling,145/200,8.847051359827564e-40,1.4745085599712604e-38,0,0,7.035676385870938,632.671375516707,ERO1A;TES;TFRC;PITPNB;UBE2D3;ARPC5L;TMEM97;ENO1;IFI30;TM7SF2;FADS2;PNP;TBK1;NAMPT;PSPH;MAP2K3;G6PD;IFRD1;ACSL3;SYTL2;ACLY;DDX39A;MTHFD2;PPA1;DDIT3;PSME3;DDIT4;HMBS;TRIB3;HPRT1;NUPR1;SQSTM1;PPIA;IDI1;NUP205;PSMD12;FKBP2;PSMD14;SHMT2;PSMD13;INSIG1;RPN1;GMPS;PIK3R3;AK4;SLC1A5;ADIPOR2;ACACA;ATP5MC1;SLC9A3R1;STIP1;LDHA;EBP;PRDX1;SERPINH1;PGK1;SSR1;LTA4H;ATP6V1D;HSPA9;XBP1;SDF2L1;HSPA5;PNO1;HSPA4;EDEM1;IDH1;PLK1;M6PR;ASNS;DHCR24;EIF2S2;CCT6A;QDPR;SQLE;GCLC;COPS5;BHLHE40;NMT1;PSMG1;CALR;DHCR7;LGMN;NFKBIB;GPI;GSK3B;CDKN1A;ITGB2;SLC2A1;ATP2A2;SERP1;ME1;SLC37A4;PGM1;ACTR3;ACTR2;TPI1;HMGCS1;ELOVL5;SORD;CACYBP;TUBG1;SLC7A5;PSMA3;PSMA4;CANX;MCM4;ETF1;ALDOA;EEF1E1;GAPDH;PPP1R15A;RAB1A;TOMM40;USO1;FGL2;GLRX;HMGCR;ADD3;UNG;HSPD1;GGA2;PSMB5;YKT6;SEC11A;CYB5B;RRM2;NFYC;TXNRD1;GSR;RPA1;IMMT;PDAP1;GTF2H1;HSPE1;RIT1;UFM1;PFKL;PSMC6;PSMC4;SCD;PSMC2;TCEA1;CD9;GLA
MSigDB_Hallmark_2020,Adipogenesis,130/200,3.0245483449790297e-28,3.7806854312237876e-27,0,0,4.937282229965157,312.8539537193243,SCARB1;MTCH2;ACAA2;ARAF;GHITM;COX6A1;MYLK;SCP2;PIM3;HADH;PHYH;DGAT1;APLP2;ECH1;TALDO1;ATP1B3;SDHC;CMBL;SDHB;SLC5A6;ACLY;POR;COL4A1;GPD2;RAB34;UQCRC1;CMPK1;SUCLG1;PREB;RTN3;CD151;PFKFB3;RETSAT;MGST3;AK2;BAZ2A;ABCB8;MRPL15;SLC1A5;ADIPOR2;SULT1A1;C3;PRDX3;BCL2L13;GRPEL1;UBC;G3BP2;CYC1;DECR1;STAT5A;ABCA1;ESRRA;IDH1;RMDN3;COQ9;DNAJC15;COQ5;CS;QDPR;REEP5;UQCRQ;NMT1;ACO2;DHCR7;SLC25A1;COX7B;RNF11;HSPB8;ETFB;AIFM1;ALDH2;ME1;ACADM;DLAT;ACADS;PGM1;YWHAG;HIBCH;IDH3A;COX8A;JAGN1;GPX4;IFNGR1;PPM1B;ARL4A;TST;ACOX1;CAT;NDUFS3;PLIN2;SLC25A10;ANGPTL4;ALDOA;TKT;DLD;PPP1R15B;COL15A1;ECHS1;NDUFB7;ATL2;UQCR11;UQCR10;TANK;TOB1;ADCY6;AGPAT3;GPAT4;DDT;UCP2;UBQLN1;SNCG;DNAJB9;DRAM2;PTCD3;NDUFA5;MDH2;IDH3G;SQOR;VEGFB;IMMT;FAH;SOD1;DHRS7;PFKL;LPCAT3;CCNG2;NDUFAB1;ATP5PO;PDCD4;ESYT1
MSigDB_Hallmark_2020,Protein Secretion,74/96,1.0248941075318199e-23,1.0248941075318196e-22,0,0,8.88029527166323,470.0772565975212,ARF1;CLTC;SNAP23;ICA1;CLTA;RAB22A;AP1G1;LAMP2;TMED2;KIF1B;ARFIP1;AP3S1;DNM1L;AP2M1;RAB2A;TPD52;DST;STX7;ADAM10;AP3B1;SCAMP1;ARFGAP3;SCAMP3;TOM1L1;VAMP7;RER1;TMX1;ERGIC3;SEC22B;VAMP3;NAPA;COPB2;STX12;CD63;TMED10;TSG101;STX16;COPB1;VPS4B;GOSR2;USO1;ATP1A1;CLCN3;LMAN1;SNX2;AP2S1;ATP6V1H;MAPK1;YKT6;SEC31A;ARFGEF1;ABCA1;ARFGEF2;MON2;BNIP3;GBF1;M6PR;AP2B1;IGF2R;ARCN1;SOD1;KRT18;RAB14;PPT1;YIPF6;ANP32E;RAB9A;VPS45;SEC24D;PAM;RAB5A;GLA;COPE;BET1
MSigDB_Hallmark_2020,DNA Repair,100/150,2.668170301514033e-23,2.2234752512616945e-22,0,0,5.295112091142962,275.22967612269605,ARL6IP1;MPG;GTF2B;PNP;MPC2;LIG1;GTF2F1;RBX1;BCAM;CMPK2;HPRT1;SRSF6;EIF1B;VPS28;TSG101;CSTF3;COX17;SUPT4H1;AK3;AAAS;SDCBP;DGUOK;ZNF707;SURF1;POLR3GL;SUPT5H;SMAD5;ZWINT;ITPA;CETN2;SNAPC5;POLB;SEC61A1;ZNRD1;MRPL40;GUK1;ELOA;DGCR8;TMED2;NELFB;POLL;NELFCD;NELFE;GPX4;NCBP2;RFC2;NME3;NME4;EDF1;VPS37B;NME1;APRT;NT5C3A;DDB1;RRM2B;DAD1;POLR1C;POLR1D;UMPS;GTF2A2;RALA;PCNA;CANT1;USP11;DCTN4;TAF9;ADCY6;NT5C;POLR2A;POLR2C;POLR2D;POLR2E;POLR2F;POLR2G;POLR2H;STX3;POLR2I;POLR2J;RAE1;POLR2K;SF3A3;BCAP31;DUT;TAF13;TAF10;ADRM1;RPA2;GTF2H1;SSRP1;GTF2H3;TARBP2;GTF2H5;POLE4;NUDT9;NUDT21;ERCC3;ERCC1;RPA3;IMPDH2;TAF6
MSigDB_Hallmark_2020,Unfolded Protein Response,80/113,1.8208722182456317e-21,1.3006230130325943e-20,0,0,6.402361217447266,305.7445763565515,EIF4A2;ERO1A;EIF4A1;POP4;EIF4A3;IFIT1;HERPUD1;CKS1B;SERP1;KHSRP;KIF5B;MTREX;BANF1;TTC37;IMP3;SLC30A5;PDIA6;YWHAZ;ARFGAP1;DNAJC3;SLC7A5;MTHFD2;DKC1;DDIT4;NHP2;PREB;ATP6V0D1;ATF6;EXOC2;ATF4;CEBPB;SHC1;DCTN1;GOSR2;CEBPG;CXXC1;NOLC1;SDAD1;EXOSC5;EXOSC4;EXOSC10;BAG3;STC2;EIF4EBP1;SSR1;DNAJB9;CCL2;EIF4E;SEC11A;SEC31A;PAIP1;HSPA9;NOP56;XBP1;NPM1;HSPA5;NFYA;WFS1;FUS;NFYB;EDEM1;LSM1;ASNS;EEF2;EIF2S1;LSM4;YIF1A;VEGFA;SPCS3;CNOT6;SPCS1;XPOT;DNAJA4;CNOT2;SRPRA;SRPRB;HYOU1;CALR;ALDH18A1;EIF4G1
MSigDB_Hallmark_2020,Estrogen Response Early,118/200,1.3891581751679506e-20,8.68223859479969e-20,0,0,3.8140513706022015,174.38988579041373,SCARB1;ABAT;NADSYN1;CELSR1;CELSR2;TSKU;IGF1R;DEPTOR;CCND1;MYC;MYB;SLC39A6;TGM2;MREG;CISH;IGFBP4;KRT8;PDZK1;SULT2B1;ADCY9;CLDN7;SCNN1A;PPIF;FKBP4;IL6ST;MINDY1;ARL3;ABHD2;SLC1A1;RHOBTB3;ISG20L2;UGCG;SLC9A3R1;PODXL;STC2;BAG1;SFN;SLC19A2;FDFT1;XBP1;TFAP2C;EGR3;WFS1;SIAH2;GREB1;MED13L;FASN;BHLHE40;BCL2;UNC119;DHCR7;RET;LAD1;B4GALT1;NXT1;HSPB8;FHL2;SLC2A1;PRSS23;AFF1;FAM102A;ANXA9;RRP12;MYBL1;KLF10;TGIF2;ELOVL5;ELOVL2;DYNLT3;ITPK1;MYOF;GAB2;RHOD;NCOR2;SLC7A5;ELF1;MED24;ELF3;ESRP2;RARA;TFF3;BLVRB;TFF1;CANT1;SEMA3B;ASB13;ADD3;TOB1;THSD4;MUC1;ABLIM1;OLFML3;NRIP1;LRIG1;RBBP8;SH3BP5;FLNB;HES1;CA12;FARP1;SVIL;KDM4B;ZNF185;TPBG;AMFR;TPD52L1;DHRS2;DHRS3;TTC39A;KRT19;KRT18;MLPH;SYT12;KRT15;CHPT1;RAB17;GLA;TJP3
MSigDB_Hallmark_2020,E2F Targets,115/200,7.139721890076993e-19,3.966512161153885e-18,0,0,3.583162618281144,149.71687081380196,JPT1;NUP107;POP7;TFRC;CSE1L;SMC3;SMC4;IPO7;CDC20;PNN;PTTG1;WDR90;MYC;STMN1;NBN;KPNA2;TMPO;LIG1;CDC25B;ILF3;DDX39A;MSH2;MTHFD2;TIMELESS;SRSF2;ASF1A;SNRPB;SLBP;NUP205;DNMT1;PRKDC;SHMT1;AK2;NOLC1;GSPT1;PRDX4;RACGAP1;RAD21;XRCC6;CBX5;PLK1;HMGA1;NUP153;PA2G4;PAICS;EIF2S1;NASP;UBE2S;CDK4;UBE2T;ANP32E;HNRNPD;CDK1;CNOT9;MXD3;TOP2A;CDKN1A;CDKN1B;MCM7;HMGB2;HMGB3;CKS1B;SYNCRIP;XPO1;MYBL2;TK1;POLE;RFC1;RFC2;TUBB;CTPS1;KIF22;TUBG1;SMC1A;DCK;NME1;CKS2;MCM3;MCM4;BIRC5;LUC7L3;MCM5;NAA38;MCM6;DCTPP1;PCNA;SRSF1;UNG;TBRG4;TRA2B;EXOSC8;PPP1R8;POLD2;USP1;RBBP7;NOP56;RANBP1;DUT;RRM2;ATAD2;RPA1;RPA2;NAP1L1;DEK;SSRP1;POLE4;NUDT21;WEE1;PHF5A;RPA3;TACC3;CENPM;NCAPD2;RAN;MAD2L1
MSigDB_Hallmark_2020,Estrogen Response Late,108/200,3.441064779243708e-15,1.7205323896218538e-14,0,0,3.103502904418236,103.35594308184211,SCARB1;NAB2;CELSR2;CDC20;CCND1;TRIM29;CDH1;MYB;CISH;IGFBP4;METTL3;PDZK1;PRLR;SULT2B1;ALDH3A2;SCNN1A;PPIF;HPRT1;PKP3;FKBP4;IL6ST;S100A9;LLGL2;TSTA3;ARL3;ABHD2;SCUBE2;SLC9A3R1;BAG1;SFN;FDFT1;XBP1;ST14;TFAP2C;EGR3;WFS1;SIAH2;TFPI2;IDH2;ISG20;ID2;DLG5;BCL2;PLXNB1;DHCR7;RET;TOP2A;MOCS2;SERPINA1;NXT1;HSPB8;SNX10;ETFB;PRSS23;AFF1;SERPINA5;FAM102A;MDK;ANXA9;JAK1;DUSP2;ELOVL5;DCXR;DYNLT3;MYOF;ITPK1;SORD;EMP2;LSR;NCOR2;SLC7A5;UGDH;RABEP1;TST;TFF3;BLVRB;TFF1;SLC29A1;SGK1;SEMA3B;ADD3;TOB1;PERP;NRIP1;AGR2;RBBP8;FLNB;CA12;FARP1;TPBG;AMFR;ATP2B4;COX6C;TPD52L1;DHRS2;ASS1;BATF;MAPK13;KRT19;GALE;TSPAN13;FABP5;PDCD4;CD9;CHPT1;PTPN6;GLA;TJP3
