Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
MSigDB_Hallmark_2020,Interferon Gamma Response,137/200,2.220957503230381e-50,1.1104787516151906e-48,0,0,8.991668313245077,1028.0292734382062,IFITM3;CD86;SAMD9L;IFITM2;SPPL2A;IFIT1;IFI30;IFI44L;ICAM1;MT2A;PNP;DHX58;EPSTI1;PIM1;TRIM26;B2M;CMTR1;CMKLR1;ZBP1;IFNAR2;IL15RA;IL4R;SP110;HLA-B;TAP1;TRAFD1;ARID5B;HLA-A;NUP93;IFI27;PSME1;TRIM14;PSME2;SERPING1;TXNIP;LAP3;RBCK1;IDO1;LY6E;CD274;CFH;FPR1;CSF2RB;HIF1A;SOCS3;RNF213;SOCS1;ST8SIA4;SLAMF7;ST3GAL5;HLA-DQA1;VCAM1;IFI44;ISG15;NMI;PARP14;PARP12;NFKB1;BST2;ISG20;SELP;NFKBIA;XAF1;HLA-DRB1;MYD88;LGALS3BP;CD40;CDKN1A;CXCL9;CIITA;BTG1;EIF4E3;TNFAIP2;TNFAIP3;ADAR;IL18BP;CASP8;CASP4;CASP1;PDE4B;CD38;ITGB7;UPP1;IL15;NCOA3;TAPBP;PLSCR1;PSMA3;ARL4A;BANK1;OAS2;IRF4;IRF1;IRF2;PELI1;IRF7;IRF8;LCP2;IRF5;RAPGEF6;VAMP5;C1S;C1R;MVP;FGL2;NLRC5;NOD1;SRI;SAMHD1;PSMB10;HLA-DMA;APOL6;SLC25A28;PSMB2;CCL5;STAT4;CCL2;GBP4;CD74;PTPN1;STAT1;STAT2;IL10RA;MX2;GZMA;STAT3;LYSMD2;SOD2;PSMB8;PML;PSMB9;IL2RB;FAS;PTPN6;CD69;PTPN2;PFKP
MSigDB_Hallmark_2020,Allograft Rejection,126/200,1.7281819833991062e-40,4.320454958497766e-39,0,0,7.015557838676536,642.3187548533556,CD86;CSF1;GPR65;NCF4;PRF1;LY75;CXCL13;RPL9;ETS1;ICAM1;IL27RA;CCND3;CCND2;RPS19;SIT1;HLA-DOA;B2M;RPL39;HLA-DOB;IFNAR2;TPD52;CD96;RPS9;IL4R;PRKCB;F2R;TAP2;TAP1;HLA-A;HLA-E;CD8B;CD8A;IGSF6;CD1D;THY1;CFP;HIF1A;C2;CD79A;SOCS1;ST8SIA4;HLA-DQA1;LYN;FYB1;LY86;PTPRC;BCL3;CD28;UBE2N;HLA-DRA;DEGS1;ITK;ACHE;CD40;CXCL9;ITGB2;CD3G;CD3E;ITGAL;CD3D;CTSS;IKBKB;STAB1;CCR5;CCR2;NCK1;MAP4K1;SRGN;EIF5A;IFNGR1;IL15;IFNGR2;IL18;IL16;TRAF2;RPS3A;MMP9;NME1;TAPBP;FGR;ZAP70;LCK;IRF4;IRF7;HCLS1;IRF8;LCP2;CD47;LTB;WAS;CAPG;IL2RG;PSMB10;HLA-DMA;HLA-DMB;CXCR3;CCL5;CCL4;STAT4;FLNA;CCL2;CSK;APBB1;CCL19;IL12RB1;GBP2;CD74;NPM1;CCL22;STAT1;TRAT1;GZMA;GZMB;CD2;CD4;CD40LG;IL2RA;ABI1;CD7;IL2RB;FAS;PTPN6;CD247;FCGR2B;EIF3D;EIF3A
MSigDB_Hallmark_2020,IL-2/STAT5 Signaling,104/199,2.7288591865280748e-24,4.548098644213458e-23,0,0,4.479159843553342,243.0309651432202,IFITM3;CD86;RNH1;CD83;CSF1;CD81;GPR65;RORA;AHR;IKZF2;IGF1R;CCND3;PNP;CCND2;MYC;PIM1;ENPP1;DENND5A;TNFRSF4;PHLDA1;TGM2;EOMES;PRKCH;IL4R;CISH;SWAP70;FLT3LG;ADAM19;TIAM1;MAPKAPK2;NDRG1;CD79B;SOCS2;SYNGR2;SOCS1;ICOS;PRNP;XBP1;RABGAP1L;GADD45B;IGF2R;HOPX;SELP;SELL;BHLHE40;CDC42SE2;NRP1;PHTF2;BMPR2;CTSZ;SLC2A3;ITGAE;GLIPR2;CTLA4;ITGAV;BATF3;GPX4;IFNGR1;GSTO1;NCOA3;TNFRSF18;EMP1;RHOH;TRAF1;TNFRSF1B;ETV4;SERPINB6;PLSCR1;ARL4A;IRF4;IL3RA;COL6A1;IRF8;CD48;PLIN2;ITGA6;LTB;CD44;TNFRSF21;PLEC;AHNAK;RGS16;ODC1;FGL2;CAPG;FURIN;CST7;PLAGL1;SPP1;LRRC8C;DCPS;GBP4;IL10RA;HUWE1;FAH;BATF;MYO1E;KLF6;SYT11;SNX14;IL2RA;IL2RB;GALM;IL18R1
MSigDB_Hallmark_2020,TNF-alpha Signaling via NF-kB,101/200,3.703546745888929e-22,4.62943343236116e-21,0,0,4.169931587197774,205.77603720318328,CD83;CSF1;SERPINE1;TNC;SAT1;ETS2;ICAM1;ZFP36;CCND1;MYC;DENND5A;CCNL1;JUNB;PHLDA1;IER2;MAP2K3;IL15RA;TAP1;GEM;SQSTM1;PFKFB3;SDC4;SOCS3;MSC;MCL1;STAT5A;ABCA1;EGR1;EGR3;GADD45B;NFKB1;FOSL2;EIF1;NFKB2;EHD1;NFKBIA;NR4A1;PTPRE;NR4A3;ID2;GPR183;BHLHE40;BCL3;REL;NFKBIE;IL7R;NFE2L2;BTG2;CDKN1A;TNFAIP8;BTG1;B4GALT1;PLEK;TNFAIP2;TNFAIP3;SLC2A3;LITAF;SLC2A6;KYNU;PDE4B;DUSP4;KDM6B;DUSP5;DUSP2;TSC22D1;DUSP1;IFNGR2;IL18;PLAUR;FOS;TRAF1;IRF1;SGK1;CD44;BIRC2;BIRC3;PTGER4;PPP1R15A;NFAT5;BCL2A1;TANK;RELA;RELB;DRAM1;CCL5;CCL4;CCL2;HES1;CFLAR;ATP2B1;SOD2;KLF4;PNRC1;KLF2;PER1;KLF6;MARCKS;TNIP1;TNIP2;KLF9;CD69
MSigDB_Hallmark_2020,Myc Targets V1,98/200,2.49869371445718e-20,2.49869371445718e-19,0,0,3.923305394044653,177.0820524595377,EIF4A1;RPL34;HNRNPU;HNRNPR;RPL6;UBE2L3;EEF1B2;FBL;PSMD7;SNRPD1;MYC;SNRPD3;RPS10;DDX18;STARD7;EIF1AX;RPS5;RPL22;RPS6;CLNS1A;VDAC3;SRSF2;SNRPG;SRSF3;SRSF7;SNRPA;KPNB1;SET;CUL1;LDHA;PCBP1;G3BP1;PGK1;CYC1;XRCC6;CBX3;PA2G4;EIF2S2;LSM2;LSM7;HNRNPD;UBA2;RNPS1;HNRNPC;EIF4G2;SLC25A3;HSP90AB1;MCM7;SYNCRIP;XPO1;YWHAQ;RACK1;DHX15;CCT3;NCBP2;PABPC4;NME1;PSMA4;TCP1;SNRPA1;MCM5;SF3B3;ODC1;SRSF1;COX5A;HSPD1;EXOSC7;PSMB2;TRA2B;FAM120A;POLD2;RPS3;RPL14;EIF4H;RPS2;BUB3;CCT7;HNRNPA1;CCT4;NOP56;RANBP1;NPM1;SF3A1;DUT;HNRNPA3;CNBP;NAP1L1;DEK;RSL1D1;APEX1;IMPDH2;HNRNPA2B1;SERBP1;PRPF31;TARDBP;EIF3D;RAN;EIF3B
MSigDB_Hallmark_2020,Interferon Alpha Response,59/97,1.352016510110946e-18,1.0813699456699939e-17,0,0,6.302484413881679,259.31530830016897,IFITM3;LGALS3BP;IFITM1;SAMD9L;IFITM2;CSF1;ADAR;IFI30;IFI44L;NUB1;CASP8;LAMP3;DHX58;EPSTI1;CASP1;TRIM26;B2M;CMTR1;IL4R;SP110;IL15;TAP1;HLA-C;TRAFD1;PLSCR1;PSMA3;ELF1;IFI27;IRF1;IRF2;PSME1;IRF7;TRIM14;PSME2;TXNIP;NCOA7;LAP3;CD47;LY6E;UBA7;C1S;SLC25A28;MVB12A;GBP2;GBP4;CD74;STAT2;IFI44;ISG15;NMI;PARP14;PARP12;PSMB8;PSMB9;BST2;ISG20;MOV10;SELL;LPAR6
MSigDB_Hallmark_2020,Apoptosis,82/161,1.5139179239379916e-18,1.0813699456699939e-17,0,0,4.227271991688487,173.452708820024,IFITM3;CDKN1A;BTG2;CDKN1B;PRF1;HMGB2;HSPB1;PLAT;ENO2;SAT1;LGALS3;CCND2;CASP8;CCND1;CASP4;PEA15;TIMP2;CASP1;TIMP3;CD38;SPTAN1;PDGFRB;BNIP3L;ANXA1;TNFRSF12A;GPX4;GPX3;IFNGR1;MMP2;F2R;IL18;TAP1;EMP1;DCN;CDC25B;DNAJC3;DDIT3;IRF1;MADD;DPYD;VDAC2;TXNIP;SQSTM1;PLCB2;CD44;DAP3;BIRC3;ROCK1;SATB1;SLC20A1;LEF1;NEDD9;ADD1;RELA;RHOT2;GNA15;BCL2L11;ERBB3;ERBB2;HMOX1;BMF;CD14;BID;MCL1;CREBBP;EGR3;GSN;GADD45B;LUM;CFLAR;SOD2;IGF2R;PTK2;ISG20;CD2;DNAJA1;CYLD;KRT18;PPT1;BAX;FAS;CD69
MSigDB_Hallmark_2020,Complement,94/200,5.1828290017215845e-18,3.2392681260759895e-17,0,0,3.61653931583812,143.94253455566806,FCN1;SERPINA1;ITGAM;DOCK9;SERPINE1;PLEK;TNFAIP3;CBLB;PLAT;LIPA;CTSS;DOCK10;LGALS3;AKAP10;CTSL;CASP10;KYNU;CASP4;TIMP2;PIM1;CASP1;CTSH;CD36;CTSD;CTSC;CTSB;DUSP5;FCER1G;PRKCD;ANXA5;RHOG;PLAUR;PLSCR1;ZEB1;COL4A2;LCK;IRF1;IRF2;IRF7;SERPING1;LCP2;LAP3;PFN1;CD46;RAF1;C1QA;USP15;CFH;C1S;LRP1;C1R;WAS;GNAI3;PRCP;GATA3;RNF4;RASGRP1;C2;PIK3R5;GNAI2;C3;VCPIP1;PPP4C;GNG2;SPOCK2;CCL5;S100A13;CD59;STX4;FYN;LTA4H;SH2B3;CD55;LYN;APOBEC3G;GCA;HSPA5;ERAP2;GZMA;TFPI2;GZMB;ATOX1;PSMB9;EHD1;GZMK;CD40LG;XPNPEP1;GNB2;APOC1;CALM3;GRB2;CALM1;LGMN;C1QC
MSigDB_Hallmark_2020,Epithelial Mesenchymal Transition,91/200,2.294224861809193e-16,1.2745693676717741e-15,0,0,3.401497232658857,122.49120273283046,ITGB1;SPARC;ITGB5;MCM7;WIPF1;SERPINE1;TNC;TNFAIP3;LAMC1;ENO2;SAT1;LOXL1;LOXL2;GLIPR1;LGALS1;BASP1;ANPEP;DPYSL3;TIMP3;ITGAV;COLGALT1;TGM2;PDGFRB;POSTN;TNFRSF12A;TPM4;DST;IL15;IGFBP4;MMP2;ITGA2;IGFBP2;PLAUR;GPX7;PCOLCE;EMP3;GEM;DCN;VCAN;COL4A2;COL4A1;ADAM12;CDH11;COL6A3;ITGA5;MYL9;MXRA5;CD44;PFN2;NOTCH2;TAGLN;NNMT;SDC4;LRP1;CAPG;FBLN1;THY1;THBS2;FSTL1;FBLN2;CALD1;GPC1;ABI3BP;SERPINH1;SPP1;FLNA;CD59;CAP2;IL32;VCAM1;GADD45B;CADM1;PRRX1;LUM;FUCA1;TFPI2;COL3A1;DAB2;COL1A2;BMP1;CXCL12;ID2;COL5A2;MGP;PMP22;SDC1;FAS;TGFBI;VIM;FMOD;FBN1
MSigDB_Hallmark_2020,p53 Pathway,88/200,8.47161652567392e-15,4.23580826283696e-14,0,0,3.198189134808853,103.62790041075918,CYFIP2;CDKN1A;BTG2;BTG1;CD82;CD81;ITGB4;DGKA;IFI30;SAT1;SEC61A1;HINT1;CCND3;CCND2;GM2A;SESN1;RACK1;CASP1;UPP1;CTSD;RPS12;TSPYL2;GPX2;TSC22D1;PRMT2;F2R;RHBDF2;TAP1;TRAFD1;AEN;FOS;TM4SF1;DDB2;WRAP73;RAP2B;MAPKAPK3;DDIT3;DDIT4;TXNIP;TRIB3;TAX1BP3;S100A4;NUPR1;TP53;ISCU;PPP1R15A;POM121;NOTCH1;HDAC3;RGS16;RPS27L;NOL8;XPC;NDRG1;ZFP36L1;LDHB;SOCS1;DRAM1;IRAK1;PERP;MKNK2;HMOX1;STOM;SFN;EPS8L2;RALGDS;SLC19A2;S100A10;IP6K2;PLK3;ST14;FUCA1;OSGIN1;WWP1;KLF4;TPD52L1;DEF6;PTPRE;TCN2;KRT17;CCNG1;SDC1;FAS;PLXNB2;BAX;COQ8A;ADA;MXD4
